VIA DE' CARRACCI 29,34,Comune di Bologna - Sede Unica - Atrio reception            ,piazza Liber Paradisus 10, 
VIA DE' CARRACCI 33,34,Comune di Bologna - Sede Unica - Atrio reception            ,piazza Liber Paradisus 10, 
VIA DE' CARRACCI 49,34,Comune di Bologna - Sede Unica - Atrio reception            ,piazza Liber Paradisus 10, 
VIA DE' CARRACCI 51,34,Comune di Bologna - Sede Unica - Atrio reception            ,piazza Liber Paradisus 10, 
VIA DE' CARRACCI 51/2 ,34,Comune di Bologna - Sede Unica - Atrio reception            ,piazza Liber Paradisus 10, 
VIA DE' CARRACCI 53,34,Comune di Bologna - Sede Unica - Atrio reception            ,piazza Liber Paradisus 10, 
VIA DE' CARRACCI 55,34,Comune di Bologna - Sede Unica - Atrio reception            ,piazza Liber Paradisus 10, 
VIA DE' CARRACCI 57,34,Comune di Bologna - Sede Unica - Atrio reception            ,piazza Liber Paradisus 10, 
VIA DE' CARRACCI 61,34,Comune di Bologna - Sede Unica - Atrio reception            ,piazza Liber Paradisus 10, 
VIA DE' CARRACCI 63,34,Comune di Bologna - Sede Unica - Atrio reception            ,piazza Liber Paradisus 10, 
VIA DE' CARRACCI 63/2 ,34,Comune di Bologna - Sede Unica - Atrio reception            ,piazza Liber Paradisus 10, 
VIA DE' CARRACCI 65,34,Comune di Bologna - Sede Unica - Atrio reception            ,piazza Liber Paradisus 10, 
VIA DE' CARRACCI 67,34,Comune di Bologna - Sede Unica - Atrio reception            ,piazza Liber Paradisus 10, 
VIA DE' CARRACCI 69,29,Centro Sociale Katia Bertasi - Sala feste                   ,via Aristotile Fioravanti 22, 
VIA DE' CARRACCI 69/4 ,29,Centro Sociale Katia Bertasi - Sala feste                   ,via Aristotile Fioravanti 22, 
VIA DE' CARRACCI 69/6 ,29,Centro Sociale Katia Bertasi - Sala feste                   ,via Aristotile Fioravanti 22, 
VIA DE' CARRACCI 69/7 ,29,Centro Sociale Katia Bertasi - Sala feste                   ,via Aristotile Fioravanti 22, 
VIA DE' CARRACCI 69/14 ,29,Centro Sociale Katia Bertasi - Sala feste                   ,via Aristotile Fioravanti 22, 
VIA DE' CARRACCI 69/20 ,29,Centro Sociale Katia Bertasi - Sala feste                   ,via Aristotile Fioravanti 22, 
VIA DE' CARRACCI 69/21 ,29,Centro Sociale Katia Bertasi - Sala feste                   ,via Aristotile Fioravanti 22, 
VIA DE' CARRACCI 69/22 ,29,Centro Sociale Katia Bertasi - Sala feste                   ,via Aristotile Fioravanti 22, 
VIA DE' CARRACCI 71,29,Centro Sociale Katia Bertasi - Sala feste                   ,via Aristotile Fioravanti 22, 
VIA DE' CARRACCI 71/2 ,29,Centro Sociale Katia Bertasi - Sala feste                   ,via Aristotile Fioravanti 22, 
VIA DE' CARRACCI 71/3 ,29,Centro Sociale Katia Bertasi - Sala feste                   ,via Aristotile Fioravanti 22, 
VIA DE' CARRACCI 71/4 ,29,Centro Sociale Katia Bertasi - Sala feste                   ,via Aristotile Fioravanti 22, 
VIA DE' CARRACCI 71/5 ,29,Centro Sociale Katia Bertasi - Sala feste                   ,via Aristotile Fioravanti 22, 
VIA DE' CARRACCI 71/6 ,29,Centro Sociale Katia Bertasi - Sala feste                   ,via Aristotile Fioravanti 22, 
VIA DE' CARRACCI 71/7 ,29,Centro Sociale Katia Bertasi - Sala feste                   ,via Aristotile Fioravanti 22, 
VIA DE' CARRACCI 71/8 ,29,Centro Sociale Katia Bertasi - Sala feste                   ,via Aristotile Fioravanti 22, 
VIA DE' CARRACCI 71/9 ,29,Centro Sociale Katia Bertasi - Sala feste                   ,via Aristotile Fioravanti 22, 
VIA DE' CARRACCI 71/10 ,29,Centro Sociale Katia Bertasi - Sala feste                   ,via Aristotile Fioravanti 22, 
VIA DE' CARRACCI 71/11 ,29,Centro Sociale Katia Bertasi - Sala feste                   ,via Aristotile Fioravanti 22, 
VIA DE' CARRACCI 71/12 ,29,Centro Sociale Katia Bertasi - Sala feste                   ,via Aristotile Fioravanti 22, 
VIA DE' CARRACCI 71/13 ,29,Centro Sociale Katia Bertasi - Sala feste                   ,via Aristotile Fioravanti 22, 
VIA DE' CARRACCI 75,29,Centro Sociale Katia Bertasi - Sala feste                   ,via Aristotile Fioravanti 22, 
VIA DE' CARRACCI 77,29,Centro Sociale Katia Bertasi - Sala feste                   ,via Aristotile Fioravanti 22, 
VIA DE' CARRACCI 79,29,Centro Sociale Katia Bertasi - Sala feste                   ,via Aristotile Fioravanti 22, 
VIA DE' CARRACCI 79/2 ,29,Centro Sociale Katia Bertasi - Sala feste                   ,via Aristotile Fioravanti 22, 
VIA DE' CARRACCI 81,29,Centro Sociale Katia Bertasi - Sala feste                   ,via Aristotile Fioravanti 22, 
VIA DE' CARRACCI 81/2 ,29,Centro Sociale Katia Bertasi - Sala feste                   ,via Aristotile Fioravanti 22, 
VIA DE' CARRACCI 83,29,Centro Sociale Katia Bertasi - Sala feste                   ,via Aristotile Fioravanti 22, 
VIA DE' CARRACCI 85,29,Centro Sociale Katia Bertasi - Sala feste                   ,via Aristotile Fioravanti 22, 
VIA DE' CARRACCI 93,29,Centro Sociale Katia Bertasi - Sala feste                   ,via Aristotile Fioravanti 22, 
VIA BALDASSARRE CARRATI 2/2 ,98,Sede Quartiere Santo Stefano - Sala Prof. Biagi             ,via Santo Stefano 119, 
VIA BALDASSARRE CARRATI 7,98,Sede Quartiere Santo Stefano - Sala Prof. Biagi             ,via Santo Stefano 119, 
VIA BALDASSARRE CARRATI 8,98,Sede Quartiere Santo Stefano - Sala Prof. Biagi             ,via Santo Stefano 119, 
VIA BALDASSARRE CARRATI 9,98,Sede Quartiere Santo Stefano - Sala Prof. Biagi             ,via Santo Stefano 119, 
VIA BALDASSARRE CARRATI 10,98,Sede Quartiere Santo Stefano - Sala Prof. Biagi             ,via Santo Stefano 119, 
VIA BALDASSARRE CARRATI 11,98,Sede Quartiere Santo Stefano - Sala Prof. Biagi             ,via Santo Stefano 119, 
VIA BALDASSARRE CARRATI 12,98,Sede Quartiere Santo Stefano - Sala Prof. Biagi             ,via Santo Stefano 119, 
VIA BALDASSARRE CARRATI 13,98,Sede Quartiere Santo Stefano - Sala Prof. Biagi             ,via Santo Stefano 119, 
VIA BALDASSARRE CARRATI 14,98,Sede Quartiere Santo Stefano - Sala Prof. Biagi             ,via Santo Stefano 119, 
VIA BALDASSARRE CARRATI 15,98,Sede Quartiere Santo Stefano - Sala Prof. Biagi             ,via Santo Stefano 119, 
VIA BALDASSARRE CARRATI 16,98,Sede Quartiere Santo Stefano - Sala Prof. Biagi             ,via Santo Stefano 119, 
VIA BALDASSARRE CARRATI 17,98,Sede Quartiere Santo Stefano - Sala Prof. Biagi             ,via Santo Stefano 119, 
VIA BALDASSARRE CARRATI 18,98,Sede Quartiere Santo Stefano - Sala Prof. Biagi             ,via Santo Stefano 119, 
VIA BALDASSARRE CARRATI 19,98,Sede Quartiere Santo Stefano - Sala Prof. Biagi             ,via Santo Stefano 119, 
VIA BALDASSARRE CARRATI 20,98,Sede Quartiere Santo Stefano - Sala Prof. Biagi             ,via Santo Stefano 119, 
VIA BALDASSARRE CARRATI 21,98,Sede Quartiere Santo Stefano - Sala Prof. Biagi             ,via Santo Stefano 119, 
VIA BALDASSARRE CARRATI 23,112,Centro Civico Colli - Sala dell'Angelo                      ,via San Mamolo 24, 
VIA BALDASSARRE CARRATI 24,98,Sede Quartiere Santo Stefano - Sala Prof. Biagi             ,via Santo Stefano 119, 
VIA BALDASSARRE CARRATI 25,112,Centro Civico Colli - Sala dell'Angelo                      ,via San Mamolo 24, 
VIA BALDASSARRE CARRATI 26,98,Sede Quartiere Santo Stefano - Sala Prof. Biagi             ,via Santo Stefano 119, 
VIA BALDASSARRE CARRATI 27,112,Centro Civico Colli - Sala dell'Angelo                      ,via San Mamolo 24, 
VIA BALDASSARRE CARRATI 35,112,Centro Civico Colli - Sala dell'Angelo                      ,via San Mamolo 24, 
VIA BALDASSARRE CARRATI 37,112,Centro Civico Colli - Sala dell'Angelo                      ,via San Mamolo 24, 
VIA BALDASSARRE CARRATI 37/3 ,112,Centro Civico Colli - Sala dell'Angelo                      ,via San Mamolo 24, 
VIA BALDASSARRE CARRATI 39,112,Centro Civico Colli - Sala dell'Angelo                      ,via San Mamolo 24, 
VIA BALDASSARRE CARRATI 41,112,Centro Civico Colli - Sala dell'Angelo                      ,via San Mamolo 24, 
VIA BALDASSARRE CARRATI 43,112,Centro Civico Colli - Sala dell'Angelo                      ,via San Mamolo 24, 
VIA DEI CARRETTIERI 2,164,Centro Sportivo Lucchini - Antistadio                       ,via Andrea Costa 167/2 , 
VIA DEI CARRETTIERI 3,164,Centro Sportivo Lucchini - Antistadio                       ,via Andrea Costa 167/2 , 
VIA DEI CARRETTIERI 4,164,Centro Sportivo Lucchini - Antistadio                       ,via Andrea Costa 167/2 , 
VIA DEI CARRETTIERI 4/2 ,164,Centro Sportivo Lucchini - Antistadio                       ,via Andrea Costa 167/2 , 
VIA DEI CARRETTIERI 5,164,Centro Sportivo Lucchini - Antistadio                       ,via Andrea Costa 167/2 , 
VIA DEI CARRETTIERI 6,164,Centro Sportivo Lucchini - Antistadio                       ,via Andrea Costa 167/2 , 
VIA DEI CARRETTIERI 7,164,Centro Sportivo Lucchini - Antistadio                       ,via Andrea Costa 167/2 , 
VIA DEI CARRETTIERI 8,164,Centro Sportivo Lucchini - Antistadio                       ,via Andrea Costa 167/2 , 
VIA DEI CARRETTIERI 9,164,Centro Sportivo Lucchini - Antistadio                       ,via Andrea Costa 167/2 , 
VIA DEI CARRETTIERI 9/2 ,164,Centro Sportivo Lucchini - Antistadio                       ,via Andrea Costa 167/2 , 
VIA DEI CARRETTIERI 11,164,Centro Sportivo Lucchini - Antistadio                       ,via Andrea Costa 167/2 , 
VIA DEI CARRETTIERI 11/2 ,164,Centro Sportivo Lucchini - Antistadio                       ,via Andrea Costa 167/2 , 
VIA DEI CARRETTIERI 13,164,Centro Sportivo Lucchini - Antistadio                       ,via Andrea Costa 167/2 , 
VIA DEI CARRETTIERI 14,164,Centro Sportivo Lucchini - Antistadio                       ,via Andrea Costa 167/2 , 
VIA DEI CARRETTIERI 15,164,Centro Sportivo Lucchini - Antistadio                       ,via Andrea Costa 167/2 , 
VIA DEI CARRETTIERI 17,164,Centro Sportivo Lucchini - Antistadio                       ,via Andrea Costa 167/2 , 
VIA DEI CARRETTIERI 18,164,Centro Sportivo Lucchini - Antistadio                       ,via Andrea Costa 167/2 , 
VIA DEI CARRETTIERI 19,164,Centro Sportivo Lucchini - Antistadio                       ,via Andrea Costa 167/2 , 
VIA DEI CARRETTIERI 20/2 ,164,Centro Sportivo Lucchini - Antistadio                       ,via Andrea Costa 167/2 , 
VIA DEI CARRETTIERI 21,164,Centro Sportivo Lucchini - Antistadio                       ,via Andrea Costa 167/2 , 
VIA DEI CARRETTIERI 24,164,Centro Sportivo Lucchini - Antistadio                       ,via Andrea Costa 167/2 , 
VIA DEI CARRETTIERI 26,164,Centro Sportivo Lucchini - Antistadio                       ,via Andrea Costa 167/2 , 
VIA DEI CARRETTIERI 28,164,Centro Sportivo Lucchini - Antistadio                       ,via Andrea Costa 167/2 , 
VIA DEI CARRETTIERI 30,164,Centro Sportivo Lucchini - Antistadio                       ,via Andrea Costa 167/2 , 
VIA DEI CARRETTIERI 36,164,Centro Sportivo Lucchini - Antistadio                       ,via Andrea Costa 167/2 , 
VIA DEI CARRETTIERI 38,164,Centro Sportivo Lucchini - Antistadio                       ,via Andrea Costa 167/2 , 
VIA DEI CARRETTIERI 40,164,Centro Sportivo Lucchini - Antistadio                       ,via Andrea Costa 167/2 , 
VIA DEI CARRETTIERI 44,164,Centro Sportivo Lucchini - Antistadio                       ,via Andrea Costa 167/2 , 
VIA DEI CARRETTIERI 46,164,Centro Sportivo Lucchini - Antistadio                       ,via Andrea Costa 167/2 , 
VIA DEL CARRO 3,126,Sede Quartiere San Vitale - Corridoi                        ,vicolo Bolognetti 2, 
VIA DEL CARRO 5,126,Sede Quartiere San Vitale - Corridoi                        ,vicolo Bolognetti 2, 
VIA DEL CARRO 6,126,Sede Quartiere San Vitale - Corridoi                        ,vicolo Bolognetti 2, 
VIA DEL CARRO 7,126,Sede Quartiere San Vitale - Corridoi                        ,vicolo Bolognetti 2, 
VIA DEL CARRO 8,126,Sede Quartiere San Vitale - Corridoi                        ,vicolo Bolognetti 2, 
VIA DEL CARRO 9,126,Sede Quartiere San Vitale - Corridoi                        ,vicolo Bolognetti 2, 
VIA DEL CARRO 11,126,Sede Quartiere San Vitale - Corridoi                        ,vicolo Bolognetti 2, 
VIA DEL CARROCCIO 1,5,Ex uffici quartiere Borgo Panigale                          ,via Marco Emilio Lepido 177, 
VIA DEL CARROCCIO 3,5,Ex uffici quartiere Borgo Panigale                          ,via Marco Emilio Lepido 177, 
VIA DEL CARROCCIO 8,5,Ex uffici quartiere Borgo Panigale                          ,via Marco Emilio Lepido 177, 
VIA DEL CARROCCIO 10,5,Ex uffici quartiere Borgo Panigale                          ,via Marco Emilio Lepido 177, 
VIA DEL CARROCCIO 12,5,Ex uffici quartiere Borgo Panigale                          ,via Marco Emilio Lepido 177, 
VIA DEL CARROCCIO 13,5,Ex uffici quartiere Borgo Panigale                          ,via Marco Emilio Lepido 177, 
VIA DEL CARROCCIO 14,5,Ex uffici quartiere Borgo Panigale                          ,via Marco Emilio Lepido 177, 
VIA DEL CARROCCIO 15,5,Ex uffici quartiere Borgo Panigale                          ,via Marco Emilio Lepido 177, 
VIA DEL CARROCCIO 16,5,Ex uffici quartiere Borgo Panigale                          ,via Marco Emilio Lepido 177, 
VIA DEL CARROCCIO 17,5,Ex uffici quartiere Borgo Panigale                          ,via Marco Emilio Lepido 177, 
VIA DEL CARROCCIO 18,5,Ex uffici quartiere Borgo Panigale                          ,via Marco Emilio Lepido 177, 
VIA DEL CARROCCIO 20,5,Ex uffici quartiere Borgo Panigale                          ,via Marco Emilio Lepido 177, 
VIA DEL CARROCCIO 22,5,Ex uffici quartiere Borgo Panigale                          ,via Marco Emilio Lepido 177, 
VIA DEL CARROCCIO 24,5,Ex uffici quartiere Borgo Panigale                          ,via Marco Emilio Lepido 177, 
VIA DEL CARROZZAIO 8,144,Uffici comunali - Sala riunioni                             ,via dell'Industria 2, 
VIA DEL CARROZZAIO 13,144,Uffici comunali - Sala riunioni                             ,via dell'Industria 2, 
VIA DEL CARROZZAIO 19,144,Uffici comunali - Sala riunioni                             ,via dell'Industria 2, 
VIA DEL CARROZZAIO 21,144,Uffici comunali - Sala riunioni                             ,via dell'Industria 2, 
VIA DEL CARSO 1,152,Sede Quartiere Saragozza - Punto lettura                    ,via Pietralata 60, 
VIA DEL CARSO 3,152,Sede Quartiere Saragozza - Punto lettura                    ,via Pietralata 60, 
VIA DEL CARSO 4,152,Sede Quartiere Saragozza - Punto lettura                    ,via Pietralata 60, 
VIA DEL CARSO 5,152,Sede Quartiere Saragozza - Punto lettura                    ,via Pietralata 60, 
VIA DEL CARSO 6,152,Sede Quartiere Saragozza - Punto lettura                    ,via Pietralata 60, 
VIA DEL CARSO 7,152,Sede Quartiere Saragozza - Punto lettura                    ,via Pietralata 60, 
VIA DEL CARSO 8/2 ,152,Sede Quartiere Saragozza - Punto lettura                    ,via Pietralata 60, 
VIA DEL CARSO 9,152,Sede Quartiere Saragozza - Punto lettura                    ,via Pietralata 60, 
VIA DEL CARSO 10,152,Sede Quartiere Saragozza - Punto lettura                    ,via Pietralata 60, 
VIA DEL CARSO 11,152,Sede Quartiere Saragozza - Punto lettura                    ,via Pietralata 60, 
VIA DEL CARSO 12,152,Sede Quartiere Saragozza - Punto lettura                    ,via Pietralata 60, 
VIA DEL CARSO 12/2 ,152,Sede Quartiere Saragozza - Punto lettura                    ,via Pietralata 60, 
VIA DEL CARSO 13,152,Sede Quartiere Saragozza - Punto lettura                    ,via Pietralata 60, 
VIA DEL CARSO 14,152,Sede Quartiere Saragozza - Punto lettura                    ,via Pietralata 60, 
VIA DEL CARSO 15,152,Sede Quartiere Saragozza - Punto lettura                    ,via Pietralata 60, 
VIA DEL CARSO 16,152,Sede Quartiere Saragozza - Punto lettura                    ,via Pietralata 60, 
VIA DEL CARSO 17,152,Sede Quartiere Saragozza - Punto lettura                    ,via Pietralata 60, 
VIA CARTOLERIA 2,107,Centro Sociale Baraccano - Sala da ballo                    ,viale Giovanni Gozzadini 2, 
VIA CARTOLERIA 3,106,Centro Sociale Baraccano - Sala da ballo                    ,viale Giovanni Gozzadini 2, 
VIA CARTOLERIA 4,107,Centro Sociale Baraccano - Sala da ballo                    ,viale Giovanni Gozzadini 2, 
VIA CARTOLERIA 6,107,Centro Sociale Baraccano - Sala da ballo                    ,viale Giovanni Gozzadini 2, 
VIA CARTOLERIA 8,107,Centro Sociale Baraccano - Sala da ballo                    ,viale Giovanni Gozzadini 2, 
VIA CARTOLERIA 11,106,Centro Sociale Baraccano - Sala da ballo                    ,viale Giovanni Gozzadini 2, 
VIA CARTOLERIA 12,107,Centro Sociale Baraccano - Sala da ballo                    ,viale Giovanni Gozzadini 2, 
VIA CARTOLERIA 13,106,Centro Sociale Baraccano - Sala da ballo                    ,viale Giovanni Gozzadini 2, 
VIA CARTOLERIA 15/2 ,106,Centro Sociale Baraccano - Sala da ballo                    ,viale Giovanni Gozzadini 2, 
VIA CARTOLERIA 16,107,Centro Sociale Baraccano - Sala da ballo                    ,viale Giovanni Gozzadini 2, 
VIA CARTOLERIA 17,106,Centro Sociale Baraccano - Sala da ballo                    ,viale Giovanni Gozzadini 2, 
VIA CARTOLERIA 18,107,Centro Sociale Baraccano - Sala da ballo                    ,viale Giovanni Gozzadini 2, 
VIA CARTOLERIA 20,107,Centro Sociale Baraccano - Sala da ballo                    ,viale Giovanni Gozzadini 2, 
VIA CARTOLERIA 22,107,Centro Sociale Baraccano - Sala da ballo                    ,viale Giovanni Gozzadini 2, 
VIA CARTOLERIA 24,107,Centro Sociale Baraccano - Sala da ballo                    ,viale Giovanni Gozzadini 2, 
VIA CARTOLERIA 26,107,Centro Sociale Baraccano - Sala da ballo                    ,viale Giovanni Gozzadini 2, 
VIA CARTOLERIA 28,107,Centro Sociale Baraccano - Sala da ballo                    ,viale Giovanni Gozzadini 2, 
VIA CARTOLERIA 30,107,Centro Sociale Baraccano - Sala da ballo                    ,viale Giovanni Gozzadini 2, 
VIA CARTOLERIA 32,107,Centro Sociale Baraccano - Sala da ballo                    ,viale Giovanni Gozzadini 2, 
VIA CARTOLERIA 34,107,Centro Sociale Baraccano - Sala da ballo                    ,viale Giovanni Gozzadini 2, 
VIA CARTOLERIA 36,107,Centro Sociale Baraccano - Sala da ballo                    ,viale Giovanni Gozzadini 2, 
VIA CARTOLERIA 38,107,Centro Sociale Baraccano - Sala da ballo                    ,viale Giovanni Gozzadini 2, 
VIA CARTOLERIA 40,107,Centro Sociale Baraccano - Sala da ballo                    ,viale Giovanni Gozzadini 2, 
VIA CARTOLERIA 44,107,Centro Sociale Baraccano - Sala da ballo                    ,viale Giovanni Gozzadini 2, 
VIA CARTOLERIA 46,107,Centro Sociale Baraccano - Sala da ballo                    ,viale Giovanni Gozzadini 2, 
VIA ENRICO CARUSO 2,99,Sede Quartiere Santo Stefano - Sala Prof. Biagi             ,via Santo Stefano 119, 
VIA ENRICO CARUSO 3,99,Sede Quartiere Santo Stefano - Sala Prof. Biagi             ,via Santo Stefano 119, 
VIA ENRICO CARUSO 4,99,Sede Quartiere Santo Stefano - Sala Prof. Biagi             ,via Santo Stefano 119, 
VIA ENRICO CARUSO 5,99,Sede Quartiere Santo Stefano - Sala Prof. Biagi             ,via Santo Stefano 119, 
VIA DELLA CASA BUIA 5,28,Centro Sociale    - Sala feste                              ,via Colombarola 40, 
VIA DI CASAGLIA 1,153,Centro Sociale 2 Agosto - Sala lettura                      ,via Filippo Turati 98, 
VIA DI CASAGLIA 2,153,Centro Sociale 2 Agosto - Sala lettura                      ,via Filippo Turati 98, 
VIA DI CASAGLIA 2/2 ,153,Centro Sociale 2 Agosto - Sala lettura                      ,via Filippo Turati 98, 
VIA DI CASAGLIA 4,153,Centro Sociale 2 Agosto - Sala lettura                      ,via Filippo Turati 98, 
VIA DI CASAGLIA 6,153,Centro Sociale 2 Agosto - Sala lettura                      ,via Filippo Turati 98, 
VIA DI CASAGLIA 8,153,Centro Sociale 2 Agosto - Sala lettura                      ,via Filippo Turati 98, 
VIA DI CASAGLIA 9,153,Centro Sociale 2 Agosto - Sala lettura                      ,via Filippo Turati 98, 
VIA DI CASAGLIA 10,153,Centro Sociale 2 Agosto - Sala lettura                      ,via Filippo Turati 98, 
VIA DI CASAGLIA 11,153,Centro Sociale 2 Agosto - Sala lettura                      ,via Filippo Turati 98, 
VIA DI CASAGLIA 12,153,Centro Sociale 2 Agosto - Sala lettura                      ,via Filippo Turati 98, 
VIA DI CASAGLIA 14,153,Centro Sociale 2 Agosto - Sala lettura                      ,via Filippo Turati 98, 
VIA DI CASAGLIA 15,153,Centro Sociale 2 Agosto - Sala lettura                      ,via Filippo Turati 98, 
VIA DI CASAGLIA 15/2 ,153,Centro Sociale 2 Agosto - Sala lettura                      ,via Filippo Turati 98, 
VIA DI CASAGLIA 16,153,Centro Sociale 2 Agosto - Sala lettura                      ,via Filippo Turati 98, 
VIA DI CASAGLIA 18,153,Centro Sociale 2 Agosto - Sala lettura                      ,via Filippo Turati 98, 
VIA DI CASAGLIA 20,153,Centro Sociale 2 Agosto - Sala lettura                      ,via Filippo Turati 98, 
VIA DI CASAGLIA 22,153,Centro Sociale 2 Agosto - Sala lettura                      ,via Filippo Turati 98, 
VIA DI CASAGLIA 24,153,Centro Sociale 2 Agosto - Sala lettura                      ,via Filippo Turati 98, 
VIA DI CASAGLIA 25,163,Centro Giovanile Meloncello - Sala musica                   ,via Porrettana 1/2 , 
VIA DI CASAGLIA 25/10 ,163,Centro Giovanile Meloncello - Sala musica                   ,via Porrettana 1/2 , 
VIA DI CASAGLIA 25/11 ,163,Centro Giovanile Meloncello - Sala musica                   ,via Porrettana 1/2 , 
VIA DI CASAGLIA 25/13 ,163,Centro Giovanile Meloncello - Sala musica                   ,via Porrettana 1/2 , 
VIA DI CASAGLIA 25/14 ,163,Centro Giovanile Meloncello - Sala musica                   ,via Porrettana 1/2 , 
VIA DI CASAGLIA 26,153,Centro Sociale 2 Agosto - Sala lettura                      ,via Filippo Turati 98, 
VIA DI CASAGLIA 27,163,Centro Giovanile Meloncello - Sala musica                   ,via Porrettana 1/2 , 
VIA DI CASAGLIA 28,153,Centro Sociale 2 Agosto - Sala lettura                      ,via Filippo Turati 98, 
VIA DI CASAGLIA 31,163,Centro Giovanile Meloncello - Sala musica                   ,via Porrettana 1/2 , 
VIA DI CASAGLIA 32,153,Centro Sociale 2 Agosto - Sala lettura                      ,via Filippo Turati 98, 
VIA DI CASAGLIA 33,163,Centro Giovanile Meloncello - Sala musica                   ,via Porrettana 1/2 , 
VIA DI CASAGLIA 34,153,Centro Sociale 2 Agosto - Sala lettura                      ,via Filippo Turati 98, 
VIA DI CASAGLIA 34/5 ,153,Centro Sociale 2 Agosto - Sala lettura                      ,via Filippo Turati 98, 
VIA DI CASAGLIA 34/6 ,153,Centro Sociale 2 Agosto - Sala lettura                      ,via Filippo Turati 98, 
VIA DI CASAGLIA 34/7 ,163,Centro Giovanile Meloncello - Sala musica                   ,via Porrettana 1/2 , 
VIA DI CASAGLIA 34/8 ,163,Centro Giovanile Meloncello - Sala musica                   ,via Porrettana 1/2 , 
VIA DI CASAGLIA 34/9 ,163,Centro Giovanile Meloncello - Sala musica                   ,via Porrettana 1/2 , 
VIA DI CASAGLIA 34/10 ,163,Centro Giovanile Meloncello - Sala musica                   ,via Porrettana 1/2 , 
VIA DI CASAGLIA 34/11 ,163,Centro Giovanile Meloncello - Sala musica                   ,via Porrettana 1/2 , 
VIA DI CASAGLIA 34/12 ,163,Centro Giovanile Meloncello - Sala musica                   ,via Porrettana 1/2 , 
VIA DI CASAGLIA 36,163,Centro Giovanile Meloncello - Sala musica                   ,via Porrettana 1/2 , 
VIA DI CASAGLIA 37,163,Centro Giovanile Meloncello - Sala musica                   ,via Porrettana 1/2 , 
VIA DI CASAGLIA 38,163,Centro Giovanile Meloncello - Sala musica                   ,via Porrettana 1/2 , 
VIA DI CASAGLIA 38/2 ,163,Centro Giovanile Meloncello - Sala musica                   ,via Porrettana 1/2 , 
VIA DI CASAGLIA 40,163,Centro Giovanile Meloncello - Sala musica                   ,via Porrettana 1/2 , 
VIA DI CASAGLIA 40/2 ,163,Centro Giovanile Meloncello - Sala musica                   ,via Porrettana 1/2 , 
VIA DI CASAGLIA 42,163,Centro Giovanile Meloncello - Sala musica                   ,via Porrettana 1/2 , 
VIA DI CASAGLIA 42/2 ,163,Centro Giovanile Meloncello - Sala musica                   ,via Porrettana 1/2 , 
VIA DI CASAGLIA 44,163,Centro Giovanile Meloncello - Sala musica                   ,via Porrettana 1/2 , 
VIA DI CASAGLIA 46,163,Centro Giovanile Meloncello - Sala musica                   ,via Porrettana 1/2 , 
VIA DI CASAGLIA 48,163,Centro Giovanile Meloncello - Sala musica                   ,via Porrettana 1/2 , 
VIA DI CASAGLIA 49/2 ,163,Centro Giovanile Meloncello - Sala musica                   ,via Porrettana 1/2 , 
VIA DI CASAGLIA 49/3 ,163,Centro Giovanile Meloncello - Sala musica                   ,via Porrettana 1/2 , 
VIA DI CASAGLIA 51,163,Centro Giovanile Meloncello - Sala musica                   ,via Porrettana 1/2 , 
VIA DI CASAGLIA 53,163,Centro Giovanile Meloncello - Sala musica                   ,via Porrettana 1/2 , 
VIA DI CASAGLIA 53/2 ,163,Centro Giovanile Meloncello - Sala musica                   ,via Porrettana 1/2 , 
VIA DI CASAGLIA 53/3 ,163,Centro Giovanile Meloncello - Sala musica                   ,via Porrettana 1/2 , 
VIA DI CASAGLIA 53/8 ,163,Centro Giovanile Meloncello - Sala musica                   ,via Porrettana 1/2 , 
VIA DI CASAGLIA 53/9 ,163,Centro Giovanile Meloncello - Sala musica                   ,via Porrettana 1/2 , 
VIA DI CASAGLIA 53/10 ,163,Centro Giovanile Meloncello - Sala musica                   ,via Porrettana 1/2 , 
VIA DI CASAGLIA 54,163,Centro Giovanile Meloncello - Sala musica                   ,via Porrettana 1/2 , 
VIA DI CASAGLIA 55,163,Centro Giovanile Meloncello - Sala musica                   ,via Porrettana 1/2 , 
VIA DI CASAGLIA 56,163,Centro Giovanile Meloncello - Sala musica                   ,via Porrettana 1/2 , 
VIA DI CASAGLIA 57,163,Centro Giovanile Meloncello - Sala musica                   ,via Porrettana 1/2 , 
VIA DI CASAGLIA 57/2 ,163,Centro Giovanile Meloncello - Sala musica                   ,via Porrettana 1/2 , 
VIA DI CASAGLIA 59,163,Centro Giovanile Meloncello - Sala musica                   ,via Porrettana 1/2 , 
VIA DI CASAGLIA 60/2 ,163,Centro Giovanile Meloncello - Sala musica                   ,via Porrettana 1/2 , 
VIA DI CASAGLIA 62,163,Centro Giovanile Meloncello - Sala musica                   ,via Porrettana 1/2 , 
VIA DI CASAGLIA 63,163,Centro Giovanile Meloncello - Sala musica                   ,via Porrettana 1/2 , 
VIA DI CASAGLIA 64,163,Centro Giovanile Meloncello - Sala musica                   ,via Porrettana 1/2 , 
VIA DI CASAGLIA 64/2 ,163,Centro Giovanile Meloncello - Sala musica                   ,via Porrettana 1/2 , 
VIA DI CASAGLIA 65/6 ,163,Centro Giovanile Meloncello - Sala musica                   ,via Porrettana 1/2 , 
VIA DI CASAGLIA 65/13 ,163,Centro Giovanile Meloncello - Sala musica                   ,via Porrettana 1/2 , 
VIA DI CASAGLIA 65/14 ,163,Centro Giovanile Meloncello - Sala musica                   ,via Porrettana 1/2 , 
